load,z_shift,n_eff
0.0,0.0,2.5385968283868916
2.0202020202020203e-05,6.588602150599744e-10,2.612490555111075
4.0404040404040405e-05,1.3177204301199488e-09,2.6124905551110715
6.060606060606061e-05,1.9765806431209824e-09,2.612490555111079
8.080808080808081e-05,2.6354408602398975e-09,2.612490555111071
0.00010101010101010101,3.2943010743110405e-09,2.612490555111047
0.00012121212121212122,3.953161286241965e-09,2.6124905551110538
0.0001414141414141414,4.612021502579412e-09,2.6124905551110555
0.00016161616161616162,5.270881720479795e-09,2.6124905551110738
0.00018181818181818183,5.929741929482136e-09,2.612490555111046
0.00020202020202020202,6.588602148622081e-09,2.612490555111049
0.00022222222222222223,7.247462361201993e-09,2.6124905551110658
0.00024242424242424245,7.90632257248393e-09,2.6124905551110724
0.00026262626262626266,8.565182788501026e-09,2.6124905551110467
0.0002828282828282828,9.224043005158824e-09,2.6124905551110746
0.00030303030303030303,9.882903220177081e-09,2.6124905551110644
0.00032323232323232324,1.054176344095959e-08,2.612490555111062
0.00034343434343434346,1.1200623647244875e-08,2.6124905551110613
0.00036363636363636367,1.1859483858964272e-08,2.612490555111052
0.00038383838383838383,1.2518344074763843e-08,2.6124905551110644
0.00040404040404040404,1.3177204297244162e-08,2.612490555111063
0.00042424242424242425,1.3836064506559825e-08,2.6124905551110613
0.00044444444444444447,1.4494924722403986e-08,2.612490555111045
0.0004646464646464647,1.515378494761468e-08,2.6124905551110604
0.0004848484848484849,1.581264514496786e-08,2.612490555111067
0.000505050505050505,1.6471505366329916e-08,2.6124905551110658
0.0005252525252525253,1.7130365577002052e-08,2.6124905551110578
0.0005454545454545455,1.778922579372726e-08,2.612490555111056
0.0005656565656565656,1.8448086010317647e-08,2.6124905551110578
0.0005858585858585859,1.9106946227745282e-08,2.612490555111047
0.0006060606060606061,1.9765806440354163e-08,2.5385968283868934
0.0006262626262626263,2.0424666651985948e-08,2.538596828386911
0.0006464646464646465,2.108352688191918e-08,2.6124905551110724
0.0006666666666666666,2.1742387083956147e-08,2.6124905551110427
0.0006868686868686869,2.240124729448975e-08,2.6124905551110795
0.0007070707070707071,2.3060107503556452e-08,2.6124905551110587
0.0007272727272727273,2.3718967717928544e-08,2.6124905551110666
0.0007474747474747475,2.437782793883515e-08,2.612490555111067
0.0007676767676767677,2.5036688149527687e-08,2.612490555111062
0.0007878787878787879,2.569554836716264e-08,2.6124905551110515
0.0008080808080808081,2.6354408594488324e-08,2.6124905551110715
0.0008282828282828283,2.701326879519747e-08,2.612490555111065
0.0008484848484848485,2.767212901311965e-08,2.6124905551110604
0.0008686868686868687,2.83309892339348e-08,2.612490555111047
0.0008888888888888889,2.8989849444807972e-08,2.612490555111049
0.0009090909090909091,2.9648709644780802e-08,2.6124905551110666
0.0009292929292929294,3.030756989522936e-08,2.612490555111057
0.0009494949494949495,3.0966430096474424e-08,2.6124905551110604
0.0009696969696969698,3.162529028993572e-08,2.6124905551110538
0.00098989898989899,3.228415053512991e-08,2.612490555111033
0.00101010101010101,3.294301073265983e-08,2.6124905551110547
0.0010303030303030303,3.3601870938326056e-08,2.612490555111052
0.0010505050505050506,3.4260731154004104e-08,2.6124905551110764
0.0010707070707070708,3.491959136362307e-08,2.6124905551110724
0.001090909090909091,3.557845158745452e-08,2.6124905551110573
0.0011111111111111111,3.623731180147913e-08,2.612490555111053
0.0011313131313131313,3.6896172020635294e-08,2.6124905551110524
0.0011515151515151516,3.7555032251046475e-08,2.6124905551110444
0.0011717171717171718,3.8213892455490564e-08,2.6124905551110498
0.001191919191919192,3.8872752667283073e-08,2.612490555111059
0.0012121212121212121,3.9531612880708325e-08,2.61249055511105
0.0012323232323232323,4.019047309372947e-08,2.538596828386897
0.0012525252525252527,4.0849333303971896e-08,2.612490555111068
0.0012727272727272728,4.150819352253761e-08,2.6124905551110364
0.001292929292929293,4.216705376383836e-08,2.612490555111072
0.0013131313131313131,4.2825913950763326e-08,2.612490555111066
0.0013333333333333333,4.3484774167912294e-08,2.6124905551110595
0.0013535353535353537,4.4143634377988086e-08,2.61249055511104
0.0013737373737373738,4.48024945889795e-08,2.6124905551110658
0.001393939393939394,4.546135482433911e-08,2.6124905551110653
0.0014141414141414141,4.6120215007112904e-08,2.6124905551110547
0.0014343434343434343,4.677907523551822e-08,2.6124905551110564
0.0014545454545454547,4.743793543585709e-08,2.612490555111058
0.0014747474747474748,4.8096795674437075e-08,2.612490555111044
0.001494949494949495,4.87556558776703e-08,2.6124905551110538
0.0015151515151515152,4.94145160849311e-08,2.612490555111073
0.0015353535353535353,5.007337629905537e-08,2.61249055511106
0.0015555555555555557,5.073223651555342e-08,2.612490555111071
0.0015757575757575758,5.139109673432528e-08,2.612490555111068
0.001595959595959596,5.204995697194296e-08,2.6124905551110644
0.0016161616161616162,5.270881718897665e-08,2.6124905551110795
0.0016363636363636363,5.3367677363309165e-08,2.612490555111053
0.0016565656565656567,5.402653759039494e-08,2.6124905551110453
0.0016767676767676769,5.468539780260785e-08,2.6124905551110653
0.001696969696969697,5.53442580262393e-08,2.6124905551110653
0.0017171717171717172,5.6003118273149074e-08,2.6124905551110453
0.0017373737373737373,5.66619784678696e-08,2.6124905551110635
0.0017575757575757577,5.7320838669661034e-08,2.6124905551110804
0.0017777777777777779,5.7979698889615944e-08,2.6124905551110618
0.001797979797979798,5.8638559098227646e-08,2.612490555111052
0.0018181818181818182,5.9297419289561604e-08,2.6124905551110547
0.0018383838383838383,5.995627956659072e-08,2.538596828386899
0.0018585858585858587,6.061513979045872e-08,2.538596828386896
0.0018787878787878789,6.127399995006047e-08,2.6124905551110635
0.001898989898989899,6.193286019294885e-08,2.6124905551110595
0.0019191919191919192,6.259172038716918e-08,2.612490555111052
0.0019393939393939396,6.325058057987144e-08,2.612490555111064
0.0019595959595959597,6.390944081651431e-08,2.6124905551110555
0.00197979797979798,6.456830107025981e-08,2.61249055511106
0.002,6.522716126314072e-08,2.6124905551110555
